t,수치해,엄밀해,상대오차(%),,,,,t,수치해,엄밀해,상대오차(%)
0.7869,3.583906,3.585488,0.044112,,,,,,,,
0.787,3.583989,3.585571,0.044103,,,,,,,,
0.7871,3.584073,3.585654,0.044093,,,,,,,,
0.7872,3.584156,3.585736,0.044083,,,,,,,,
0.7873,3.584239,3.585819,0.044073,,,,,,,,
0.7874,3.584322,3.585902,0.044063,,,,,,,,
0.7875,3.584405,3.585985,0.044053,,,,,,,,
0.7876,3.584488,3.586068,0.044044,,,,,,,,
0.7877,3.584571,3.58615,0.044034,,,,,,,,
0.7878,3.584654,3.586233,0.044024,,,,,,,,
0.7879,3.584737,3.586316,0.044014,,,,,,,,
0.788,3.584821,3.586399,0.044004,,,,,,,,
0.7881,3.584904,3.586481,0.043995,,,,,,,,
0.7882,3.584987,3.586564,0.043985,,,,,,,,
0.7883,3.58507,3.586647,0.043975,,,,,,,,
0.7884,3.585153,3.586729,0.043965,,,,,,,,
0.7885,3.585236,3.586812,0.043955,,,,,,,,
0.7886,3.585318,3.586895,0.043946,,,,,,,,
0.7887,3.585401,3.586977,0.043936,,,,,,,,
0.7888,3.585484,3.58706,0.043926,,,,,,,,
0.7889,3.585567,3.587143,0.043916,,,,,,,,
0.789,3.58565,3.587225,0.043906,,,,,,,,
0.7891,3.585733,3.587308,0.043897,,,,,,,,
0.7892,3.585816,3.58739,0.043887,,,,,,,,
0.7893,3.585899,3.587473,0.043877,,,,,,,,
0.7894,3.585981,3.587555,0.043867,,,,,,,,
0.7895,3.586064,3.587638,0.043857,,,,,,,,
0.7896,3.586147,3.58772,0.043848,,,,,,,,
0.7897,3.58623,3.587803,0.043838,,,,,,,,
0.7898,3.586312,3.587885,0.043828,,,,,,,,
0.7899,3.586395,3.587967,0.043818,,,,,,,,
0.79,3.586478,3.58805,0.043809,,,,,,,,
0.7901,3.586561,3.588132,0.043799,,,,,,,,
0.7902,3.586643,3.588215,0.043789,,,,,,,,
0.7903,3.586726,3.588297,0.043779,,,,,,,,
0.7904,3.586809,3.588379,0.043769,,,,,,,,
0.7905,3.586891,3.588462,0.04376,,,,,,,,
0.7906,3.586974,3.588544,0.04375,,,,,,,,
0.7907,3.587056,3.588626,0.04374,,,,,,,,
0.7908,3.587139,3.588708,0.04373,,,,,,,,
0.7909,3.587222,3.588791,0.043721,,,,,,,,
0.791,3.587304,3.588873,0.043711,,,,,,,,
0.7911,3.587387,3.588955,0.043701,,,,,,,,
0.7912,3.587469,3.589037,0.043691,,,,,,,,
0.7913,3.587552,3.589119,0.043682,,,,,,,,
0.7914,3.587634,3.589202,0.043672,,,,,,,,
0.7915,3.587717,3.589284,0.043662,,,,,,,,
0.7916,3.587799,3.589366,0.043653,,,,,,,,
0.7917,3.587882,3.589448,0.043643,,,,,,,,
0.7918,3.587964,3.58953,0.043633,,,,,,,,
0.7919,3.588046,3.589612,0.043623,,,,,,,,
0.792,3.588129,3.589694,0.043614,,,,,,,,
0.7921,3.588211,3.589776,0.043604,,,,,,,,
0.7922,3.588293,3.589858,0.043594,,,,,,,,
0.7923,3.588376,3.58994,0.043585,,,,,,,,
0.7924,3.588458,3.590022,0.043575,,,,,,,,
0.7925,3.58854,3.590104,0.043565,,,,,,,,
0.7926,3.588623,3.590186,0.043555,,,,,,,,
0.7927,3.588705,3.590268,0.043546,,,,,,,,
0.7928,3.588787,3.59035,0.043536,,,,,,,,
0.7929,3.588869,3.590432,0.043526,,,,,,,,
0.793,3.588952,3.590514,0.043517,,,,,,,,
0.7931,3.589034,3.590596,0.043507,,,,,,,,
0.7932,3.589116,3.590678,0.043497,,,,,,,,
0.7933,3.589198,3.59076,0.043488,,,,,,,,
0.7934,3.58928,3.590842,0.043478,,,,,,,,
0.7935,3.589362,3.590923,0.043468,,,,,,,,
0.7936,3.589445,3.591005,0.043458,,,,,,,,
0.7937,3.589527,3.591087,0.043449,,,,,,,,
0.7938,3.589609,3.591169,0.043439,,,,,,,,
0.7939,3.589691,3.591251,0.043429,,,,,,,,
0.794,3.589773,3.591332,0.04342,,,,,,,,
0.7941,3.589855,3.591414,0.04341,,,,,,,,
0.7942,3.589937,3.591496,0.0434,,,,,,,,
0.7943,3.590019,3.591577,0.043391,,,,,,,,
0.7944,3.590101,3.591659,0.043381,,,,,,,,
0.7945,3.590183,3.591741,0.043371,,,,,,,,
0.7946,3.590265,3.591822,0.043362,,,,,,,,
0.7947,3.590347,3.591904,0.043352,,,,,,,,
0.7948,3.590429,3.591986,0.043342,,,,,,,,
0.7949,3.590511,3.592067,0.043333,,,,,,,,
0.795,3.590593,3.592149,0.043323,,,,,,,,
0.7951,3.590674,3.59223,0.043313,,,,,,,,
0.7952,3.590756,3.592312,0.043304,,,,,,,,
0.7953,3.590838,3.592393,0.043294,,,,,,,,
0.7954,3.59092,3.592475,0.043285,,,,,,,,
0.7955,3.591002,3.592556,0.043275,,,,,,,,
0.7956,3.591084,3.592638,0.043265,,,,,,,,
0.7957,3.591165,3.592719,0.043256,,,,,,,,
0.7958,3.591247,3.592801,0.043246,,,,,,,,
0.7959,3.591329,3.592882,0.043236,,,,,,,,
0.796,3.591411,3.592964,0.043227,,,,,,,,
0.7961,3.591492,3.593045,0.043217,,,,,,,,
0.7962,3.591574,3.593126,0.043208,,,,,,,,
0.7963,3.591656,3.593208,0.043198,,,,,,,,
0.7964,3.591737,3.593289,0.043188,,,,,,,,
0.7965,3.591819,3.59337,0.043179,,,,,,,,
0.7966,3.591901,3.593452,0.043169,,,,,,,,
0.7967,3.591982,3.593533,0.043159,,,,,,,,
0.7968,3.592064,3.593614,0.04315,,,,,,,,
0.7969,3.592145,3.593696,0.04314,,,,,,,,
0.797,3.592227,3.593777,0.043131,,,,,,,,
0.7971,3.592308,3.593858,0.043121,,,,,,,,
0.7972,3.59239,3.593939,0.043111,,,,,,,,
0.7973,3.592471,3.594021,0.043102,,,,,,,,
0.7974,3.592553,3.594102,0.043092,,,,,,,,
0.7975,3.592634,3.594183,0.043083,,,,,,,,
0.7976,3.592716,3.594264,0.043073,,,,,,,,
0.7977,3.592797,3.594345,0.043063,,,,,,,,
0.7978,3.592879,3.594426,0.043054,,,,,,,,
0.7979,3.59296,3.594507,0.043044,,,,,,,,
0.798,3.593042,3.594589,0.043035,,,,,,,,
0.7981,3.593123,3.59467,0.043025,,,,,,,,
0.7982,3.593204,3.594751,0.043016,,,,,,,,
0.7983,3.593286,3.594832,0.043006,,,,,,,,
0.7984,3.593367,3.594913,0.042996,,,,,,,,
0.7985,3.593448,3.594994,0.042987,,,,,,,,
0.7986,3.59353,3.595075,0.042977,,,,,,,,
0.7987,3.593611,3.595156,0.042968,,,,,,,,
0.7988,3.593692,3.595237,0.042958,,,,,,,,
0.7989,3.593774,3.595318,0.042949,,,,,,,,
0.799,3.593855,3.595399,0.042939,,,,,,,,
0.7991,3.593936,3.595479,0.04293,,,,,,,,
0.7992,3.594017,3.59556,0.04292,,,,,,,,
0.7993,3.594098,3.595641,0.04291,,,,,,,,
0.7994,3.59418,3.595722,0.042901,,,,,,,,
0.7995,3.594261,3.595803,0.042891,,,,,,,,
0.7996,3.594342,3.595884,0.042882,,,,,,,,
0.7997,3.594423,3.595965,0.042872,,,,,,,,
0.7998,3.594504,3.596045,0.042863,,,,,,,,
0.7999,3.594585,3.596126,0.042853,,,,,,,,
0.8,3.594666,3.596207,0.042844,,,,,,,,
0.8001,3.594747,3.596288,0.042834,,,,,,,,
0.8002,3.594828,3.596368,0.042825,,,,,,,,
0.8003,3.594909,3.596449,0.042815,,,,,,,,
0.8004,3.59499,3.59653,0.042806,,,,,,,,
0.8005,3.595071,3.596611,0.042796,,,,,,,,
0.8006,3.595152,3.596691,0.042787,,,,,,,,
0.8007,3.595233,3.596772,0.042777,,,,,,,,
0.8008,3.595314,3.596853,0.042767,,,,,,,,
0.8009,3.595395,3.596933,0.042758,,,,,,,,
0.801,3.595476,3.597014,0.042748,,,,,,,,
0.8011,3.595557,3.597094,0.042739,,,,,,,,
0.8012,3.595638,3.597175,0.042729,,,,,,,,
0.8013,3.595719,3.597255,0.04272,,,,,,,,
0.8014,3.5958,3.597336,0.04271,,,,,,,,
0.8015,3.59588,3.597417,0.042701,,,,,,,,
0.8016,3.595961,3.597497,0.042691,,,,,,,,
0.8017,3.596042,3.597578,0.042682,,,,,,,,
0.8018,3.596123,3.597658,0.042672,,,,,,,,
0.8019,3.596204,3.597738,0.042663,,,,,,,,
0.802,3.596284,3.597819,0.042654,,,,,,,,
0.8021,3.596365,3.597899,0.042644,,,,,,,,
0.8022,3.596446,3.59798,0.042635,,,,,,,,
0.8023,3.596526,3.59806,0.042625,,,,,,,,
0.8024,3.596607,3.598141,0.042616,,,,,,,,
0.8025,3.596688,3.598221,0.042606,,,,,,,,
0.8026,3.596768,3.598301,0.042597,,,,,,,,
0.8027,3.596849,3.598382,0.042587,,,,,,,,
0.8028,3.59693,3.598462,0.042578,,,,,,,,
0.8029,3.59701,3.598542,0.042568,,,,,,,,
0.803,3.597091,3.598622,0.042559,,,,,,,,
0.8031,3.597172,3.598703,0.042549,,,,,,,,
0.8032,3.597252,3.598783,0.04254,,,,,,,,
0.8033,3.597333,3.598863,0.04253,,,,,,,,
0.8034,3.597413,3.598943,0.042521,,,,,,,,
0.8035,3.597494,3.599024,0.042512,,,,,,,,
0.8036,3.597574,3.599104,0.042502,,,,,,,,
0.8037,3.597655,3.599184,0.042493,,,,,,,,
0.8038,3.597735,3.599264,0.042483,,,,,,,,
0.8039,3.597816,3.599344,0.042474,,,,,,,,
0.804,3.597896,3.599424,0.042464,,,,,,,,
0.8041,3.597976,3.599505,0.042455,,,,,,,,
0.8042,3.598057,3.599585,0.042445,,,,,,,,
0.8043,3.598137,3.599665,0.042436,,,,,,,,
0.8044,3.598218,3.599745,0.042427,,,,,,,,
0.8045,3.598298,3.599825,0.042417,,,,,,,,
0.8046,3.598378,3.599905,0.042408,,,,,,,,
0.8047,3.598459,3.599985,0.042398,,,,,,,,
0.8048,3.598539,3.600065,0.042389,,,,,,,,
0.8049,3.598619,3.600145,0.042379,,,,,,,,
0.805,3.598699,3.600225,0.04237,,,,,,,,
0.8051,3.59878,3.600305,0.042361,,,,,,,,
0.8052,3.59886,3.600385,0.042351,,,,,,,,
0.8053,3.59894,3.600465,0.042342,,,,,,,,
0.8054,3.59902,3.600544,0.042332,,,,,,,,
0.8055,3.5991,3.600624,0.042323,,,,,,,,
0.8056,3.599181,3.600704,0.042314,,,,,,,,
0.8057,3.599261,3.600784,0.042304,,,,,,,,
0.8058,3.599341,3.600864,0.042295,,,,,,,,
0.8059,3.599421,3.600944,0.042285,,,,,,,,
0.806,3.599501,3.601024,0.042276,,,,,,,,
0.8061,3.599581,3.601103,0.042267,,,,,,,,
0.8062,3.599661,3.601183,0.042257,,,,,,,,
0.8063,3.599741,3.601263,0.042248,,,,,,,,
0.8064,3.599821,3.601343,0.042238,,,,,,,,
0.8065,3.599901,3.601422,0.042229,,,,,,,,
0.8066,3.599981,3.601502,0.04222,,,,,,,,
0.8067,3.600061,3.601582,0.04221,,,,,,,,
0.8068,3.600141,3.601661,0.042201,,,,,,,,
0.8069,3.600221,3.601741,0.042192,,,,,,,,
0.807,3.600301,3.601821,0.042182,,,,,,,,
0.8071,3.600381,3.6019,0.042173,,,,,,,,
0.8072,3.600461,3.60198,0.042163,,,,,,,,
0.8073,3.600541,3.60206,0.042154,,,,,,,,
0.8074,3.600621,3.602139,0.042145,,,,,,,,
0.8075,3.600701,3.602219,0.042135,,,,,,,,
0.8076,3.600781,3.602298,0.042126,,,,,,,,
0.8077,3.600861,3.602378,0.042117,,,,,,,,
0.8078,3.60094,3.602457,0.042107,,,,,,,,
0.8079,3.60102,3.602537,0.042098,,,,,,,,
0.808,3.6011,3.602616,0.042089,,,,,,,,
0.8081,3.60118,3.602696,0.042079,,,,,,,,
0.8082,3.601259,3.602775,0.04207,,,,,,,,
0.8083,3.601339,3.602855,0.042061,,,,,,,,
0.8084,3.601419,3.602934,0.042051,,,,,,,,
0.8085,3.601499,3.603013,0.042042,,,,,,,,
0.8086,3.601578,3.603093,0.042033,,,,,,,,
0.8087,3.601658,3.603172,0.042023,,,,,,,,
0.8088,3.601738,3.603252,0.042014,,,,,,,,
0.8089,3.601817,3.603331,0.042005,,,,,,,,
0.809,3.601897,3.60341,0.041995,,,,,,,,
0.8091,3.601977,3.60349,0.041986,,,,,,,,
0.8092,3.602056,3.603569,0.041977,,,,,,,,
0.8093,3.602136,3.603648,0.041967,,,,,,,,
0.8094,3.602215,3.603727,0.041958,,,,,,,,
0.8095,3.602295,3.603807,0.041949,,,,,,,,
0.8096,3.602374,3.603886,0.041939,,,,,,,,
0.8097,3.602454,3.603965,0.04193,,,,,,,,
0.8098,3.602533,3.604044,0.041921,,,,,,,,
0.8099,3.602613,3.604123,0.041911,,,,,,,,
0.81,3.602692,3.604203,0.041902,,,,,,,,
0.8101,3.602772,3.604282,0.041893,,,,,,,,
0.8102,3.602851,3.604361,0.041884,,,,,,,,
0.8103,3.602931,3.60444,0.041874,,,,,,,,
0.8104,3.60301,3.604519,0.041865,,,,,,,,
0.8105,3.603089,3.604598,0.041856,,,,,,,,
0.8106,3.603169,3.604677,0.041846,,,,,,,,
0.8107,3.603248,3.604756,0.041837,,,,,,,,
0.8108,3.603328,3.604835,0.041828,,,,,,,,
0.8109,3.603407,3.604914,0.041819,,,,,,,,
0.811,3.603486,3.604993,0.041809,,,,,,,,
0.8111,3.603565,3.605072,0.0418,,,,,,,,
0.8112,3.603645,3.605151,0.041791,,,,,,,,
0.8113,3.603724,3.60523,0.041781,,,,,,,,
0.8114,3.603803,3.605309,0.041772,,,,,,,,
0.8115,3.603883,3.605388,0.041763,,,,,,,,
0.8116,3.603962,3.605467,0.041754,,,,,,,,
0.8117,3.604041,3.605546,0.041744,,,,,,,,
0.8118,3.60412,3.605625,0.041735,,,,,,,,
0.8119,3.604199,3.605704,0.041726,,,,,,,,
0.812,3.604278,3.605783,0.041717,,,,,,,,
0.8121,3.604358,3.605861,0.041707,,,,,,,,
0.8122,3.604437,3.60594,0.041698,,,,,,,,
0.8123,3.604516,3.606019,0.041689,,,,,,,,
0.8124,3.604595,3.606098,0.04168,,,,,,,,
0.8125,3.604674,3.606177,0.04167,,,,,,,,
0.8126,3.604753,3.606255,0.041661,,,,,,,,
0.8127,3.604832,3.606334,0.041652,,,,,,,,
0.8128,3.604911,3.606413,0.041643,,,,,,,,
0.8129,3.60499,3.606492,0.041633,,,,,,,,
0.813,3.605069,3.60657,0.041624,,,,,,,,
0.8131,3.605148,3.606649,0.041615,,,,,,,,
0.8132,3.605227,3.606728,0.041606,,,,,,,,
0.8133,3.605306,3.606806,0.041596,,,,,,,,
0.8134,3.605385,3.606885,0.041587,,,,,,,,
0.8135,3.605464,3.606964,0.041578,,,,,,,,
0.8136,3.605543,3.607042,0.041569,,,,,,,,
0.8137,3.605622,3.607121,0.04156,,,,,,,,
0.8138,3.6057,3.607199,0.04155,,,,,,,,
0.8139,3.605779,3.607278,0.041541,,,,,,,,
0.814,3.605858,3.607356,0.041532,,,,,,,,
0.8141,3.605937,3.607435,0.041523,,,,,,,,
0.8142,3.606016,3.607513,0.041513,,,,,,,,
0.8143,3.606095,3.607592,0.041504,,,,,,,,
0.8144,3.606173,3.60767,0.041495,,,,,,,,
0.8145,3.606252,3.607749,0.041486,,,,,,,,
0.8146,3.606331,3.607827,0.041477,,,,,,,,
0.8147,3.60641,3.607906,0.041467,,,,,,,,
0.8148,3.606488,3.607984,0.041458,,,,,,,,
0.8149,3.606567,3.608062,0.041449,,,,,,,,
0.815,3.606646,3.608141,0.04144,,,,,,,,
0.8151,3.606724,3.608219,0.041431,,,,,,,,
0.8152,3.606803,3.608298,0.041422,,,,,,,,
0.8153,3.606882,3.608376,0.041412,,,,,,,,
0.8154,3.60696,3.608454,0.041403,,,,,,,,
0.8155,3.607039,3.608533,0.041394,,,,,,,,
0.8156,3.607117,3.608611,0.041385,,,,,,,,
0.8157,3.607196,3.608689,0.041376,,,,,,,,
0.8158,3.607275,3.608767,0.041366,,,,,,,,
0.8159,3.607353,3.608846,0.041357,,,,,,,,
0.816,3.607432,3.608924,0.041348,,,,,,,,
0.8161,3.60751,3.609002,0.041339,,,,,,,,
0.8162,3.607589,3.60908,0.04133,,,,,,,,
0.8163,3.607667,3.609158,0.041321,,,,,,,,
0.8164,3.607745,3.609237,0.041312,,,,,,,,
0.8165,3.607824,3.609315,0.041302,,,,,,,,
0.8166,3.607902,3.609393,0.041293,,,,,,,,
0.8167,3.607981,3.609471,0.041284,,,,,,,,
0.8168,3.608059,3.609549,0.041275,,,,,,,,
0.8169,3.608138,3.609627,0.041266,,,,,,,,
0.817,3.608216,3.609705,0.041257,,,,,,,,
0.8171,3.608294,3.609783,0.041247,,,,,,,,
0.8172,3.608373,3.609861,0.041238,,,,,,,,
0.8173,3.608451,3.609939,0.041229,,,,,,,,
0.8174,3.608529,3.610017,0.04122,,,,,,,,
0.8175,3.608608,3.610095,0.041211,,,,,,,,
0.8176,3.608686,3.610173,0.041202,,,,,,,,
0.8177,3.608764,3.610251,0.041193,,,,,,,,
0.8178,3.608842,3.610329,0.041184,,,,,,,,
0.8179,3.60892,3.610407,0.041174,,,,,,,,
0.818,3.608999,3.610485,0.041165,,,,,,,,
0.8181,3.609077,3.610563,0.041156,,,,,,,,
0.8182,3.609155,3.610641,0.041147,,,,,,,,
0.8183,3.609233,3.610719,0.041138,,,,,,,,
0.8184,3.609311,3.610796,0.041129,,,,,,,,
0.8185,3.60939,3.610874,0.04112,,,,,,,,
0.8186,3.609468,3.610952,0.041111,,,,,,,,
0.8187,3.609546,3.61103,0.041101,,,,,,,,
0.8188,3.609624,3.611108,0.041092,,,,,,,,
0.8189,3.609702,3.611185,0.041083,,,,,,,,
0.819,3.60978,3.611263,0.041074,,,,,,,,
0.8191,3.609858,3.611341,0.041065,,,,,,,,
0.8192,3.609936,3.611419,0.041056,,,,,,,,
0.8193,3.610014,3.611496,0.041047,,,,,,,,
0.8194,3.610092,3.611574,0.041038,,,,,,,,
0.8195,3.61017,3.611652,0.041029,,,,,,,,
0.8196,3.610248,3.611729,0.04102,,,,,,,,
0.8197,3.610326,3.611807,0.041011,,,,,,,,
0.8198,3.610404,3.611885,0.041001,,,,,,,,
0.8199,3.610482,3.611962,0.040992,,,,,,,,
0.82,3.61056,3.61204,0.040983,,,,,,,,
0.8201,3.610637,3.612117,0.040974,,,,,,,,
0.8202,3.610715,3.612195,0.040965,,,,,,,,
0.8203,3.610793,3.612273,0.040956,,,,,,,,
0.8204,3.610871,3.61235,0.040947,,,,,,,,
0.8205,3.610949,3.612428,0.040938,,,,,,,,
0.8206,3.611027,3.612505,0.040929,,,,,,,,
0.8207,3.611104,3.612583,0.04092,,,,,,,,
0.8208,3.611182,3.61266,0.040911,,,,,,,,
0.8209,3.61126,3.612738,0.040902,,,,,,,,
0.821,3.611338,3.612815,0.040893,,,,,,,,
0.8211,3.611415,3.612892,0.040884,,,,,,,,
0.8212,3.611493,3.61297,0.040875,,,,,,,,
0.8213,3.611571,3.613047,0.040865,,,,,,,,
0.8214,3.611648,3.613125,0.040856,,,,,,,,
0.8215,3.611726,3.613202,0.040847,,,,,,,,
0.8216,3.611804,3.613279,0.040838,,,,,,,,
0.8217,3.611881,3.613357,0.040829,,,,,,,,
0.8218,3.611959,3.613434,0.04082,,,,,,,,
0.8219,3.612037,3.613511,0.040811,,,,,,,,
0.822,3.612114,3.613589,0.040802,,,,,,,,
0.8221,3.612192,3.613666,0.040793,,,,,,,,
0.8222,3.612269,3.613743,0.040784,,,,,,,,
0.8223,3.612347,3.61382,0.040775,,,,,,,,
0.8224,3.612424,3.613898,0.040766,,,,,,,,
0.8225,3.612502,3.613975,0.040757,,,,,,,,
0.8226,3.612579,3.614052,0.040748,,,,,,,,
0.8227,3.612657,3.614129,0.040739,,,,,,,,
0.8228,3.612734,3.614206,0.04073,,,,,,,,
0.8229,3.612812,3.614284,0.040721,,,,,,,,
0.823,3.612889,3.614361,0.040712,,,,,,,,
0.8231,3.612967,3.614438,0.040703,,,,,,,,
0.8232,3.613044,3.614515,0.040694,,,,,,,,
0.8233,3.613121,3.614592,0.040685,,,,,,,,
0.8234,3.613199,3.614669,0.040676,,,,,,,,
0.8235,3.613276,3.614746,0.040667,,,,,,,,
0.8236,3.613353,3.614823,0.040658,,,,,,,,
0.8237,3.613431,3.6149,0.040649,,,,,,,,
0.8238,3.613508,3.614977,0.04064,,,,,,,,
0.8239,3.613585,3.615054,0.040631,,,,,,,,
0.824,3.613663,3.615131,0.040622,,,,,,,,
0.8241,3.61374,3.615208,0.040613,,,,,,,,
0.8242,3.613817,3.615285,0.040604,,,,,,,,
0.8243,3.613894,3.615362,0.040595,,,,,,,,
0.8244,3.613972,3.615439,0.040586,,,,,,,,
0.8245,3.614049,3.615516,0.040577,,,,,,,,
0.8246,3.614126,3.615593,0.040568,,,,,,,,
0.8247,3.614203,3.61567,0.040559,,,,,,,,
0.8248,3.61428,3.615747,0.04055,,,,,,,,
0.8249,3.614357,3.615823,0.040541,,,,,,,,
0.825,3.614435,3.6159,0.040532,,,,,,,,
0.8251,3.614512,3.615977,0.040523,,,,,,,,
0.8252,3.614589,3.616054,0.040514,,,,,,,,
0.8253,3.614666,3.616131,0.040505,,,,,,,,
0.8254,3.614743,3.616207,0.040496,,,,,,,,
0.8255,3.61482,3.616284,0.040487,,,,,,,,
0.8256,3.614897,3.616361,0.040478,,,,,,,,
0.8257,3.614974,3.616438,0.040469,,,,,,,,
0.8258,3.615051,3.616514,0.040461,,,,,,,,
0.8259,3.615128,3.616591,0.040452,,,,,,,,
0.826,3.615205,3.616668,0.040443,,,,,,,,
0.8261,3.615282,3.616744,0.040434,,,,,,,,
0.8262,3.615359,3.616821,0.040425,,,,,,,,
0.8263,3.615436,3.616898,0.040416,,,,,,,,
0.8264,3.615513,3.616974,0.040407,,,,,,,,
0.8265,3.61559,3.617051,0.040398,,,,,,,,
0.8266,3.615666,3.617127,0.040389,,,,,,,,
0.8267,3.615743,3.617204,0.04038,,,,,,,,
0.8268,3.61582,3.61728,0.040371,,,,,,,,
0.8269,3.615897,3.617357,0.040362,,,,,,,,
0.827,3.615974,3.617434,0.040353,,,,,,,,
0.8271,3.616051,3.61751,0.040344,,,,,,,,
0.8272,3.616127,3.617587,0.040335,,,,,,,,
0.8273,3.616204,3.617663,0.040327,,,,,,,,
0.8274,3.616281,3.617739,0.040318,,,,,,,,
0.8275,3.616358,3.617816,0.040309,,,,,,,,
0.8276,3.616434,3.617892,0.0403,,,,,,,,
0.8277,3.616511,3.617969,0.040291,,,,,,,,
0.8278,3.616588,3.618045,0.040282,,,,,,,,
0.8279,3.616664,3.618122,0.040273,,,,,,,,
0.828,3.616741,3.618198,0.040264,,,,,,,,
0.8281,3.616818,3.618274,0.040255,,,,,,,,
0.8282,3.616894,3.618351,0.040246,,,,,,,,
0.8283,3.616971,3.618427,0.040237,,,,,,,,
0.8284,3.617048,3.618503,0.040229,,,,,,,,
0.8285,3.617124,3.618579,0.04022,,,,,,,,
0.8286,3.617201,3.618656,0.040211,,,,,,,,
0.8287,3.617277,3.618732,0.040202,,,,,,,,
0.8288,3.617354,3.618808,0.040193,,,,,,,,
0.8289,3.61743,3.618885,0.040184,,,,,,,,
0.829,3.617507,3.618961,0.040175,,,,,,,,
0.8291,3.617583,3.619037,0.040166,,,,,,,,
0.8292,3.61766,3.619113,0.040157,,,,,,,,
0.8293,3.617736,3.619189,0.040149,,,,,,,,
0.8294,3.617813,3.619265,0.04014,,,,,,,,
0.8295,3.617889,3.619342,0.040131,,,,,,,,
0.8296,3.617966,3.619418,0.040122,,,,,,,,
0.8297,3.618042,3.619494,0.040113,,,,,,,,
0.8298,3.618118,3.61957,0.040104,,,,,,,,
0.8299,3.618195,3.619646,0.040095,,,,,,,,
0.83,3.618271,3.619722,0.040087,,,,,,,,
0.8301,3.618347,3.619798,0.040078,,,,,,,,
0.8302,3.618424,3.619874,0.040069,,,,,,,,
0.8303,3.6185,3.61995,0.04006,,,,,,,,
0.8304,3.618576,3.620026,0.040051,,,,,,,,
0.8305,3.618653,3.620102,0.040042,,,,,,,,
0.8306,3.618729,3.620178,0.040033,,,,,,,,
0.8307,3.618805,3.620254,0.040025,,,,,,,,
0.8308,3.618881,3.62033,0.040016,,,,,,,,
0.8309,3.618958,3.620406,0.040007,,,,,,,,
0.831,3.619034,3.620482,0.039998,,,,,,,,
0.8311,3.61911,3.620558,0.039989,,,,,,,,
0.8312,3.619186,3.620634,0.03998,,,,,,,,
0.8313,3.619262,3.620709,0.039972,,,,,,,,
0.8314,3.619338,3.620785,0.039963,,,,,,,,
0.8315,3.619414,3.620861,0.039954,,,,,,,,
0.8316,3.619491,3.620937,0.039945,,,,,,,,
0.8317,3.619567,3.621013,0.039936,,,,,,,,
0.8318,3.619643,3.621089,0.039927,,,,,,,,
0.8319,3.619719,3.621164,0.039919,,,,,,,,
0.832,3.619795,3.62124,0.03991,,,,,,,,
0.8321,3.619871,3.621316,0.039901,,,,,,,,
0.8322,3.619947,3.621392,0.039892,,,,,,,,
0.8323,3.620023,3.621467,0.039883,,,,,,,,
0.8324,3.620099,3.621543,0.039875,,,,,,,,
0.8325,3.620175,3.621619,0.039866,,,,,,,,
0.8326,3.620251,3.621694,0.039857,,,,,,,,
0.8327,3.620327,3.62177,0.039848,,,,,,,,
0.8328,3.620403,3.621846,0.039839,,,,,,,,
0.8329,3.620479,3.621921,0.03983,,,,,,,,
0.833,3.620555,3.621997,0.039822,,,,,,,,
0.8331,3.62063,3.622072,0.039813,,,,,,,,
0.8332,3.620706,3.622148,0.039804,,,,,,,,
0.8333,3.620782,3.622224,0.039795,,,,,,,,
0.8334,3.620858,3.622299,0.039787,,,,,,,,
0.8335,3.620934,3.622375,0.039778,,,,,,,,
0.8336,3.62101,3.62245,0.039769,,,,,,,,
0.8337,3.621085,3.622526,0.03976,,,,,,,,
0.8338,3.621161,3.622601,0.039751,,,,,,,,
0.8339,3.621237,3.622677,0.039743,,,,,,,,
0.834,3.621313,3.622752,0.039734,,,,,,,,
0.8341,3.621388,3.622828,0.039725,,,,,,,,
0.8342,3.621464,3.622903,0.039716,,,,,,,,
0.8343,3.62154,3.622978,0.039708,,,,,,,,
0.8344,3.621615,3.623054,0.039699,,,,,,,,
0.8345,3.621691,3.623129,0.03969,,,,,,,,
0.8346,3.621767,3.623205,0.039681,,,,,,,,
0.8347,3.621842,3.62328,0.039672,,,,,,,,
0.8348,3.621918,3.623355,0.039664,,,,,,,,
0.8349,3.621994,3.623431,0.039655,,,,,,,,
0.835,3.622069,3.623506,0.039646,,,,,,,,
0.8351,3.622145,3.623581,0.039637,,,,,,,,
0.8352,3.62222,3.623656,0.039629,,,,,,,,
0.8353,3.622296,3.623732,0.03962,,,,,,,,
0.8354,3.622372,3.623807,0.039611,,,,,,,,
0.8355,3.622447,3.623882,0.039602,,,,,,,,
0.8356,3.622523,3.623957,0.039594,,,,,,,,
0.8357,3.622598,3.624033,0.039585,,,,,,,,
0.8358,3.622673,3.624108,0.039576,,,,,,,,
0.8359,3.622749,3.624183,0.039568,,,,,,,,
0.836,3.622824,3.624258,0.039559,,,,,,,,
0.8361,3.6229,3.624333,0.03955,,,,,,,,
0.8362,3.622975,3.624408,0.039541,,,,,,,,
0.8363,3.623051,3.624483,0.039533,,,,,,,,
0.8364,3.623126,3.624559,0.039524,,,,,,,,
0.8365,3.623201,3.624634,0.039515,,,,,,,,
0.8366,3.623277,3.624709,0.039506,,,,,,,,
0.8367,3.623352,3.624784,0.039498,,,,,,,,
0.8368,3.623427,3.624859,0.039489,,,,,,,,
